hhcomp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,hhtyp,source
HHC_31,A_MD60,PC,NL,2016.0,17.7,HHC_32,MDED
HHC_31,A_MD60,PC,NL,2017.0,16.3,HHC_32,MDED
HHC_31,A_MD60,PC,NL,2018.0,16.0,HHC_32,MDED
HHC_31,A_MD60,PC,NL,2019.0,15.5,HHC_32,MDED
HHC_31,A_MD60,PC,NL,2020.0,15.3,HHC_32,MDED
HHC_31,A_MD60,PC,NL,2021.0,13.2,HHC_32,MDED
HHC_31,A_MD60,PC,NL,2022.0,14.0,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2004.0,15.1,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2005.0,14.4,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2006.0,17.1,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2007.0,19.0,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2008.0,20.3,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2009.0,19.2,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2010.0,17.3,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2011.0,17.6,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2012.0,19.4,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2013.0,18.2,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2014.0,15.6,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2015.0,16.2,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2016.0,14.8,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2017.0,15.7,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2018.0,15.3,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2019.0,16.6,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2020.0,16.2,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2021.0,18.4,HHC_32,MDED
HHC_31,A_MD60,PC,NO,2022.0,18.0,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2005.0,20.9,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2006.0,19.4,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2007.0,18.3,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2008.0,17.6,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2009.0,17.3,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2010.0,18.6,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2011.0,17.8,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2012.0,18.0,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2013.0,20.8,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2014.0,19.8,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2015.0,18.3,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2016.0,16.4,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2017.0,15.6,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2018.0,14.0,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2019.0,14.3,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2020.0,14.0,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2021.0,14.2,HHC_32,MDED
HHC_31,A_MD60,PC,PL,2022.0,14.4,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2004.0,12.8,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2005.0,8.9,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2006.0,12.2,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2007.0,18.1,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2008.0,16.2,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2009.0,15.5,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2010.0,14.1,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2011.0,15.5,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2012.0,17.3,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2013.0,16.3,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2014.0,15.0,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2015.0,13.1,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2016.0,13.9,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2017.0,14.5,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2018.0,12.6,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2019.0,14.5,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2020.0,13.5,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2021.0,11.9,HHC_32,MDED
HHC_31,A_MD60,PC,PT,2022.0,12.3,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2007.0,20.2,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2008.0,20.4,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2009.0,21.6,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2010.0,24.2,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2011.0,14.6,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2012.0,22.2,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2013.0,19.0,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2014.0,19.4,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2015.0,18.1,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2016.0,15.8,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2017.0,19.9,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2018.0,18.2,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2019.0,14.0,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2020.0,11.8,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2021.0,12.2,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2022.0,13.2,HHC_32,MDED
HHC_31,A_MD60,PC,RO,2023.0,11.6,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2013.0,28.8,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2014.0,27.0,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2015.0,29.1,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2016.0,28.4,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2017.0,29.3,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2018.0,29.7,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2019.0,25.7,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2020.0,22.5,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2021.0,22.2,HHC_32,MDED
HHC_31,A_MD60,PC,RS,2022.0,20.3,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2004.0,17.2,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2005.0,18.1,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2006.0,16.0,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2007.0,17.0,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2008.0,18.1,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2009.0,17.4,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2010.0,16.0,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2011.0,15.4,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2012.0,15.9,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2013.0,16.2,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2014.0,16.6,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2015.0,15.4,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2016.0,14.6,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2017.0,13.9,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2018.0,12.9,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2019.0,13.4,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2020.0,13.0,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2021.0,14.4,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2022.0,13.8,HHC_32,MDED
HHC_31,A_MD60,PC,SE,2023.0,14.5,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2005.0,10.8,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2006.0,10.5,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2007.0,10.7,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2008.0,10.8,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2009.0,11.3,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2010.0,12.3,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2011.0,12.4,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2012.0,12.4,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2013.0,12.7,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2014.0,12.6,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2015.0,10.8,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2016.0,11.5,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2017.0,11.2,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2018.0,11.1,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2019.0,10.3,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2020.0,11.4,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2021.0,10.9,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2022.0,11.2,HHC_32,MDED
HHC_31,A_MD60,PC,SI,2023.0,10.0,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2005.0,23.0,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2006.0,22.0,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2007.0,24.4,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2008.0,15.6,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2009.0,18.9,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2010.0,18.1,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2011.0,20.5,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2012.0,18.7,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2013.0,19.7,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2014.0,19.3,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2015.0,20.4,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2016.0,18.0,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2017.0,18.2,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2018.0,14.3,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2019.0,19.3,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2020.0,14.6,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2021.0,17.7,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2022.0,12.3,HHC_32,MDED
HHC_31,A_MD60,PC,SK,2023.0,14.1,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2006.0,19.1,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2007.0,16.9,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2008.0,18.5,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2009.0,18.0,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2011.0,17.7,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2012.0,17.7,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2013.0,19.3,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2014.0,18.1,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2015.0,18.3,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2016.0,17.3,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2017.0,17.5,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2018.0,17.8,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2019.0,17.3,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2020.0,17.1,HHC_32,MDED
HHC_31,A_MD60,PC,TR,2021.0,17.8,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2005.0,21.6,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2006.0,23.8,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2007.0,25.7,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2008.0,24.2,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2009.0,23.7,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2010.0,25.3,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2011.0,22.5,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2012.0,17.3,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2013.0,17.6,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2014.0,21.8,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2015.0,21.0,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2016.0,21.8,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2017.0,22.9,HHC_32,MDED
HHC_31,A_MD60,PC,UK,2018.0,21.4,HHC_32,MDED
HHC_31,A_MD60,PC,XK,2018.0,11.6,HHC_32,MDED
HHC_31,B_MD60,PC,AL,2017.0,38.2,HHC_32,MDED
HHC_31,B_MD60,PC,AL,2018.0,26.2,HHC_32,MDED
HHC_31,B_MD60,PC,AL,2019.0,26.0,HHC_32,MDED
HHC_31,B_MD60,PC,AL,2020.0,24.1,HHC_32,MDED
HHC_31,B_MD60,PC,AL,2021.0,23.2,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2004.0,36.1,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2005.0,23.6,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2006.0,25.6,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2007.0,30.5,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2008.0,29.5,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2009.0,31.8,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2010.0,40.3,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2011.0,31.7,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2012.0,32.4,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2013.0,30.0,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2014.0,28.6,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2015.0,30.9,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2016.0,38.9,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2017.0,31.9,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2018.0,33.1,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2019.0,41.9,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2020.0,34.7,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2021.0,38.1,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2022.0,47.9,HHC_32,MDED
HHC_31,B_MD60,PC,AT,2023.0,32.3,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2004.0,38.7,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2005.0,23.6,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2006.0,32.9,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2007.0,28.0,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2008.0,35.9,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2009.0,29.0,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2010.0,32.5,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2011.0,37.8,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2012.0,34.8,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2013.0,32.1,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2014.0,34.9,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2015.0,28.1,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2016.0,30.6,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2017.0,30.4,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2018.0,27.5,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2019.0,26.3,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2020.0,26.3,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2021.0,23.0,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2022.0,22.7,HHC_32,MDED
HHC_31,B_MD60,PC,BE,2023.0,24.1,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2005.0,42.5,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2006.0,42.5,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2007.0,45.9,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2008.0,23.1,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2009.0,25.8,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2010.0,21.3,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2011.0,26.4,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2012.0,36.7,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2013.0,32.6,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2014.0,39.7,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2015.0,29.2,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2016.0,35.3,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2017.0,33.5,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2018.0,34.8,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2019.0,36.5,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2020.0,33.3,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2021.0,35.6,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2022.0,37.3,HHC_32,MDED
HHC_31,B_MD60,PC,BG,2023.0,39.0,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2007.0,36.1,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2008.0,40.4,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2009.0,34.3,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2010.0,39.1,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2011.0,39.9,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2012.0,35.4,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2013.0,34.5,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2014.0,32.0,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2015.0,29.4,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2016.0,36.1,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2017.0,33.6,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2018.0,40.3,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2019.0,43.7,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2020.0,43.1,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2021.0,48.3,HHC_32,MDED
HHC_31,B_MD60,PC,CH,2022.0,33.4,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2005.0,17.3,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2006.0,22.4,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2007.0,17.7,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2008.0,13.3,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2009.0,14.8,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2010.0,16.3,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2011.0,15.3,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2012.0,18.1,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2013.0,19.6,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2014.0,20.7,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2015.0,22.5,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2016.0,18.1,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2017.0,20.7,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2018.0,14.8,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2019.0,16.6,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2020.0,21.4,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2021.0,18.8,HHC_32,MDED
HHC_31,B_MD60,PC,CY,2022.0,20.9,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2005.0,35.9,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2006.0,39.3,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2007.0,34.0,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2008.0,38.4,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2009.0,38.9,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2010.0,38.2,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2011.0,40.4,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2012.0,38.1,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2013.0,50.0,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2014.0,44.5,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2015.0,45.7,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2016.0,39.9,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2017.0,48.1,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2018.0,38.4,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2019.0,32.7,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2020.0,33.9,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2021.0,41.7,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2022.0,40.0,HHC_32,MDED
HHC_31,B_MD60,PC,CZ,2023.0,40.8,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2005.0,38.5,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2006.0,53.4,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2007.0,47.7,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2008.0,43.1,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2009.0,42.0,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2010.0,34.9,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2011.0,34.0,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2012.0,36.9,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2013.0,34.0,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2014.0,38.9,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2015.0,41.8,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2016.0,40.8,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2017.0,35.0,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2018.0,37.5,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2019.0,40.2,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2020.0,36.0,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2021.0,37.4,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2022.0,34.6,HHC_32,MDED
HHC_31,B_MD60,PC,DE,2023.0,38.1,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2005.0,27.8,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2006.0,39.1,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2007.0,33.6,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2008.0,46.3,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2009.0,40.6,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2010.0,44.2,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2011.0,47.7,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2012.0,27.8,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2013.0,61.3,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2014.0,37.9,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2015.0,28.4,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2016.0,35.3,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2017.0,34.6,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2018.0,35.2,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2019.0,28.0,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2020.0,31.2,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2021.0,38.2,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2022.0,27.8,HHC_32,MDED
HHC_31,B_MD60,PC,DK,2023.0,34.8,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2005.0,25.5,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2006.0,22.8,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2007.0,18.4,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2008.0,17.8,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2009.0,22.3,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2010.0,34.4,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2011.0,32.0,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2012.0,32.3,HHC_32,MDED
HHC_31,B_MD60,PC,EE,2013.0,38.3,,MDED
HHC_31,B_MD60,PC,EE,2014.0,34.4,,MDED
HHC_31,B_MD60,PC,EE,2015.0,40.9,,MDED
HHC_31,B_MD60,PC,EE,2016.0,27.2,,MDED
HHC_31,B_MD60,PC,EE,2017.0,21.2,,MDED
HHC_31,B_MD60,PC,EE,2018.0,18.4,,MDED
HHC_31,B_MD60,PC,EE,2019.0,19.5,,MDED
HHC_31,B_MD60,PC,EE,2020.0,21.3,,MDED
HHC_31,B_MD60,PC,EE,2021.0,19.8,,MDED
HHC_31,B_MD60,PC,EE,2022.0,18.7,,MDED
HHC_31,B_MD60,PC,EE,2023.0,31.7,,MDED
HHC_31,B_MD60,PC,EL,2004.0,51.1,,MDED
HHC_31,B_MD60,PC,EL,2005.0,48.2,,MDED
HHC_31,B_MD60,PC,EL,2006.0,50.6,,MDED
HHC_31,B_MD60,PC,EL,2007.0,48.3,,MDED
HHC_31,B_MD60,PC,EL,2008.0,50.9,,MDED
HHC_31,B_MD60,PC,EL,2009.0,50.7,,MDED
HHC_31,B_MD60,PC,EL,2010.0,47.8,,MDED
HHC_31,B_MD60,PC,EL,2011.0,54.1,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2012.0,63.5,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2013.0,70.9,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2014.0,74.2,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2015.0,73.4,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2016.0,71.9,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2017.0,63.1,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2018.0,65.0,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2019.0,61.7,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2020.0,61.7,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2021.0,56.8,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2022.0,57.9,HHC_32,MDED
HHC_31,B_MD60,PC,EL,2023.0,56.3,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2004.0,26.0,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2005.0,27.2,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2006.0,29.1,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2007.0,34.1,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2008.0,39.5,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2009.0,36.7,HHC_32,MDED
HHC_31,B_MD60,PC,ES,2010.0,38.4,HHC_32,MDED
